🇨🇳｜百视高清,#genre#
广东卫视,http://218.29.55.44:808/hls/30/index.m3u8#http://39.184.224.99:9080/newlive/live/hls/23/live.m3u8#http://221.2.36.34:8888/newlive/live/hls/21/live.m3u8#http://222.175.159.226:808/hls/52/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/guangdongHD/__op/default/__f/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221225966/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8#http://111.40.196.31/PLTV/88888888/224/3221225531/index.m3u8#http://111.40.196.32/PLTV/88888888/224/3221225533/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225701/1653140620-1-1651284060.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225742/1653140709-1-1648950419.m3u8#http://39.134.66.163/PLTV/88888888/224/3221225966/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225803/index.m3u8
深圳卫视,http://218.29.55.44:808/hls/39/index.m3u8#http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8?#http://39.184.224.99:9080/newlive/live/hls/22/live.m3u8#http://221.2.36.34:8888/newlive/live/hls/28/live.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225700/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225741/index.m3u8#http://222.175.159.226:808/hls/49/index.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/shenzhenHD/__op/default/__f/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221225943/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8#http://111.40.196.25/PLTV/88888888/224/3221225537/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8#http://39.134.65.164/PLTV/88888888/224/3221225668/index.m3u8#http://39.134.65.166/PLTV/88888888/224/3221225668/index.m3u8#http://39.134.66.110/PLTV/88888888/224/3221225668/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225700/1653141079-1-1651284077.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225741/1653141184-1-1648950460.m3u8
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?#http://39.184.224.99:9080/newlive/live/hls/21/live.m3u8#http://221.2.36.34:8888/newlive/live/hls/19/live.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225674/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225673/index.m3u8#http://222.175.159.226:808/hls/45/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225673/index.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/beijingHD/__op/default/__f/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221225931/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8#http://111.40.196.25/PLTV/88888888/224/3221225540/index.m3u8#http://111.40.196.30/PLTV/88888888/224/3221225540/index.m3u8#http://111.40.196.32/PLTV/88888888/224/3221225527/index.m3u8#http://39.134.65.164/PLTV/88888888/224/3221225678/index.m3u8#http://39.134.65.179/PLTV/88888888/224/3221225678/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225678/index.m3u8#http://beifeng.site:4000/rtp/239.3.1.241:8000
天津卫视,http://218.29.55.44:808/hls/42/index.m3u8#http://39.184.224.99:9080/newlive/live/hls/24/live.m3u8#http://221.2.36.34:8888/newlive/live/hls/42/live.m3u8#http://222.175.159.226:808/hls/47/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225698/index.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/tianjinHD/__op/default/__f/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221225972/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226204/index.m3u8#http://111.40.196.32/PLTV/88888888/224/3221225597/index.m3u8#http://39.134.65.166/PLTV/88888888/224/3221225665/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225665/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225698/1653141771-1-1651284161.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225739/1653141888-1-1648950485.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8#https://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
东方卫视,http://39.184.224.99:9080/newlive/live/hls/19/live.m3u8#http://221.2.36.34:8888/newlive/live/hls/20/live.m3u8#http://222.175.159.226:808/hls/43/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225659/index.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/shanghaiHD/__op/default/__f/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221225942/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226217/index.m3u8#http://111.40.196.35/PLTV/88888888/224/3221225509/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8#http://39.134.65.164/PLTV/88888888/224/3221225672/index.m3u8#http://39.134.65.175/PLTV/88888888/224/3221225672/index.m3u8#http://39.134.65.179/PLTV/88888888/224/3221225672/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225672/index.m3u8#http://39.134.66.110/PLTV/88888888/224/3221225672/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225658/1653140236-1-1648950319.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225659/1653140325-1-1651284002.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
山东卫视,http://218.29.55.44:808/hls/32/index.m3u8#http://39.184.224.99:9080/newlive/live/hls/25/live.m3u8#http://221.2.36.34:8888/newlive/live/hls/30/live.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225697/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221225952/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226209/index.m3u8#http://111.40.196.30/PLTV/88888888/224/3221225543/index.m3u8#http://111.40.196.36/PLTV/88888888/224/3221225545/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225697/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225738/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8#http://feiyuegang.ufycb.com:808/hls/19/index.m3u8
湖北卫视,http://39.184.224.99:9080/newlive/live/hls/26/live.m3u8#http://221.2.36.34:8888/newlive/live/hls/34/live.m3u8#http://222.175.159.226:808/hls/51/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225699/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225740/index.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/hubeiSD/__op/default/__f/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221225975/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226194/index.m3u8#http://111.40.196.30/PLTV/88888888/224/3221225547/index.m3u8#http://39.134.65.164/PLTV/88888888/224/3221225569/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225569/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225699/1653142328-1-1651284245.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225740/1653142428-1-1648950531.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8#http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
四川卫视,http://218.29.55.44:808/hls/40/index.m3u8#http://39.184.224.99:9080/newlive/live/hls/33/live.m3u8#http://221.2.36.34:8888/newlive/live/hls/32/live.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225733/index.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/sichuanHD/__op/default/__f/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221225970/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225768/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225733/index.m3u8
重庆卫视,http://218.29.55.44:808/hls/44/index.m3u8#https://sjlivecdn9.cbg.cn/204912315959/app_2/_definst_/ls_2.stream/chunklist.m3u8#http://39.184.224.99:9080/newlive/live/hls/28/live.m3u8#http://221.2.36.34:8888/newlive/live/hls/31/live.m3u8#http://222.175.159.226:808/hls/54/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225692/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225692/index.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/chongqingHD/__op/default/__f/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221225963/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8#http://111.40.196.31/PLTV/88888888/224/3221225514/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225692/1653147686-1-1651284739.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225734/1653147763-1-1648951092.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225734/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225692/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225734/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225692/index.m3u8
安徽卫视,http://218.29.55.44:808/hls/33/index.m3u8#http://39.184.224.99:9080/newlive/live/hls/30/live.m3u8#http://221.2.36.34:8888/newlive/live/hls/25/live.m3u8#http://222.175.159.226:808/hls/46/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225691/index.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/anhuiSD/__op/default/__f/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221225925/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226203/index.m3u8#http://111.40.196.25/PLTV/88888888/224/3221225551/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225691/1653146432-1-1651284611.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225691/index.m3u8
黑龙江卫视,http://218.29.55.44:808/hls/31/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8#http://39.184.224.99:9080/newlive/live/hls/27/live.m3u8#http://221.2.36.34:8888/newlive/live/hls/45/live.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225736/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225690/index.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/heilongjiangHD/__op/default/__f/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221226006/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226215/index.m3u8#http://111.40.196.27/PLTV/88888888/224/3221225544/index.m3u8#http://111.40.196.38/PLTV/88888888/224/3221225544/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225690/1653146198-1-1651284587.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225736/1653146257-1-1648950924.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225690/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225736/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8
河北卫视,http://event.pull.hebtv.com/jishi/weishipindao.m3u8#http://218.29.55.44:808/hls/37/index.m3u8#http://39.184.224.99:9080/newlive/live/hls/36/live.m3u8#http://221.2.36.34:8888/newlive/live/hls/46/live.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225732/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8#http://222.175.159.226:808/hls/57/index.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/hebeiSD/__op/default/__f/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221225961/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225750/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225732/index.m3u8
河南卫视,http://39.184.224.99:9080/newlive/live/hls/32/live.m3u8#http://media.hndyjyfw.gov.cn/live/jz-hnweishi/live.m3u8#http://218.29.55.44:808/hls/16/index.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/henanHD/__op/default/__f/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225767/index.m3u8
东南卫视,http://221.2.36.34:8888/newlive/live/hls/44/live.m3u8#http://39.184.224.99:9080/newlive/live/hls/34/live.m3u8#http://218.29.55.44:808/hls/49/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225657/index.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/dongnanHD/__op/default/__f/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221225950/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225766/index.m3u8#http://111.40.196.28/PLTV/88888888/224/3221225583/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225657/1653147315-1-1648951029.m3u8
辽宁卫视,http://221.2.36.34:8888/newlive/live/hls/43/live.m3u8#http://39.184.224.99:9080/newlive/live/hls/29/live.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8#http://218.29.55.44:808/hls/34/index.m3u8#http://222.175.159.226:808/hls/48/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225735/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225696/index.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/liaoningHD/__op/default/__f/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8#http://111.40.196.27/PLTV/88888888/224/3221225558/index.m3u8#http://111.40.196.34/PLTV/88888888/224/3221225593/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225499/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225696/1653146508-1-1651284617.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225696/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225735/1653146603-1-1648950958.m3u8
江西卫视,http://221.2.36.34:8888/newlive/live/hls/48/live.m3u8#http://39.184.224.99:9080/newlive/live/hls/31/live.m3u8#http://218.29.55.44:808/hls/38/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225746/index.m3u8#http://222.175.159.226:808/hls/56/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225705/index.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/jiangxiHD/__op/default/__f/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221225935/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225764/index.m3u8#http://111.40.196.30/PLTV/88888888/224/3221225560/index.m3u8
广西卫视,http://39.184.224.99:9080/newlive/live/hls/35/live.m3u8#http://218.29.55.44:808/hls/47/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8?fmt=ts2hls#http://39.135.138.59:18890/PLTV/88888910/224/3221225731/index.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/guangxiHD/__op/default/__f/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221226024/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225770/index.m3u8#http://111.40.196.35/PLTV/88888888/224/3221225518/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8
山西卫视,http://player.521fanli.cn/1691/0/tide/tidem3u8.php?id=shanxihd#http://39.134.115.163:8080/PLTV/88888910/224/3221225730/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225730/index.m3u8#http://222.175.159.226:808/hls/64/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225730/index.m3u8#http://39.184.224.99:9080/newlive/live/hls/37/live.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/shanxiSD/__op/default/__f/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221226009/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8
陕西卫视,http://218.29.55.44:808/hls/35/index.m3u8#http://39.184.224.99:9080/newlive/live/hls/38/live.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225729/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225729/index.m3u8#http://222.175.159.226:808/hls/65/index.m3u8#http://111.40.196.34/PLTV/88888888/224/3221225582/index.m3u8#http://39.135.138.58:18890/PLTV/88888910/224/3221225729/1653148833-1-1648951214.m3u8
海南卫视,http://221.2.36.34:8888/newlive/live/hls/47/live.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225722/index.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/hainanSD/__op/default/__f/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8#http://111.40.196.35/PLTV/88888888/224/3221225623/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8
云南卫视,http://221.2.36.34:8888/newlive/live/hls/27/live.m3u8#http://39.184.224.99:9080/newlive/live/hls/47/live.m3u8#http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8#http://218.29.55.44:808/hls/43/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225664/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225664/index.m3u8#http://222.175.159.226:808/hls/60/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225751/index.m3u8#http://111.40.196.36/PLTV/88888888/224/3221225635/index.m3u8
吉林卫视,http://221.2.36.34:8888/newlive/live/hls/35/live.m3u8#http://39.184.224.99:9080/newlive/live/hls/43/live.m3u8#http://218.29.55.44:808/hls/45/index.m3u8#http://stream4.jlntv.cn:80/jlwshd/playlist.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225680/index.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/jilinHD/__op/default/__f/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221226013/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225792/index.m3u8#http://111.40.196.36/PLTV/88888888/224/3221225589/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225680/index.m3u8#http://39.134.65.149/PLTV/88888888/224/3221225981/1.m3u8#http://39.134.65.149:80/PLTV/88888888/224/3221225981/1653149014-1-1652757736.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225680/1653149097-1-1648951247.m3u8
贵州卫视,http://221.2.36.34:8888/newlive/live/hls/29/live.m3u8#http://39.184.224.99:9080/newlive/live/hls/39/live.m3u8#http://218.29.55.44:808/hls/36/index.m3u8#http://39.134.115.163:8080/TVOD/88888910/224/3221225728/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225728/index.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/guizhouHD/__op/default/__f/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225793/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8#http://39.134.65.149/PLTV/88888888/224/3221225974/index.m3u8#http://39.134.65.149:80/PLTV/88888888/224/3221225974/1653148920-1-1652757727.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225483/index.m3u8?fmt=ts2hls
南方卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8?#http://9.zhxinda.xyz/gdtv.php?pk=1197#http://39.135.138.58:18890/PLTV/88888888/224/3221226203/1653149724-1-1651284940.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
青海卫视,http://221.2.36.34:8888/newlive/live/hls/39/live.m3u8#http://39.184.224.99:9080/newlive/live/hls/40/live.m3u8#http://stream.qhbtv.com/qhws/sd/live.m3u8#http://218.29.55.44:808/hls/52/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225727/index.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/qinghaiSD/__op/default/__f/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225727/index.m3u8#http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484#http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=f35a89681647856030
内蒙古卫视,http://39.184.224.99:9080/newlive/live/hls/44/live.m3u8#http://218.29.55.44:808/hls/50/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225667/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225667/index.m3u8#http://222.175.159.226:808/hls/66/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221226017/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225786/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225667/index.m3u8
宁夏卫视,http://39.184.224.99:9080/newlive/live/hls/41/live.m3u8#http://218.29.55.44:808/hls/46/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225726/index.m3u8#http://222.175.159.226:808/hls/67/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221226028/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225748/index.m3u8#http://111.40.196.31/PLTV/88888888/224/3221225530/index.m3u8#http://111.40.196.29/PLTV/88888888/224/3221225641/index.m3u8
甘肃卫视,http://39.184.224.99:9080/newlive/live/hls/42/live.m3u8#http://218.29.55.44:808/hls/48/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225724/index.m3u8#http://222.175.159.226:808/hls/69/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225724/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225754/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225754/index.m3u8#http://111.40.196.28/PLTV/88888888/224/3221225639/index.m3u8
新疆卫视,http://221.2.36.34:8888/newlive/live/hls/38/live.m3u8#http://39.184.224.99:9080/newlive/live/hls/45/live.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225725/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225725/index.m3u8#http://222.175.159.226:808/hls/68/index.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/xinjiangSD/__op/default/__f/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221225999/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225747/index.m3u8
西藏卫视,http://221.2.36.34:8888/newlive/live/hls/37/live.m3u8#http://39.184.224.99:9080/newlive/live/hls/46/live.m3u8#http://222.175.159.226:808/hls/71/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8#http://39.135.138.58:18890/PLTV/88888910/224/3221225723/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225723/index.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/xizangSD/__op/default/__f/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221225951/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225723/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8#http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221226201/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8#http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
厦门卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226199/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8#http://111.40.196.32/PLTV/88888888/224/3221225643/index.m3u8
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/sanshaSD/__op/default/__f/index.m3u8
兵团卫视,http://222.175.159.226:808/hls/76/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8#http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/bingtuanSD/__op/default/__f/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221226005/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8#http://111.40.196.31/PLTV/88888888/224/3221225637/index.m3u8
安多卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226195/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226228/index.m3u8#http://111.40.196.28/PLTV/88888888/224/3221225666/index.m3u8
点掌财经,https://wsvideo.aniu.tv/live/aniu/playlist.m3u8#http://cclive2.aniu.tv/live/anzb.m3u8#http://cclive2.aniu.tv/live/anzb.m3u8?zguangd#http://cclive.aniu.tv/live/anzb.m3u8
兵团十三师新星综合,http://test5.btzx.com.cn/live/13TV.stream/playlist.m3u8
兵团十四师昆玉综合,http://test5.btzx.com.cn/live/14TV.stream/playlist.m3u8

👶少儿频道,#genre#
金鹰卡通,http://111.59.189.40:8445/tsfile/live/1016_1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225721/index.m3u8#http://222.175.159.226:808/hls/72/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225744/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225721/index.m3u8#http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/jykt/1300000/mnf.m3u8
卡酷少儿,http://39.135.138.60:18890/PLTV/88888888/224/3221225677/index.m3u8#http://111.59.189.40:8445/tsfile/live/1015_1.m3u8#http://222.175.159.226:808/hls/73/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225677/index.m3u8
